scorer,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie
labeled-data/06-Sep-20_00173_sap_unaffected/img794.png,947.4762234158463,170.14749000124866,956.0758837341452,212.48427926056635,962.3602508898252,265.7360220008019,912.0853136443855,294.18105228440595
labeled-data/06-Sep-20_00173_sap_unaffected/img916.png,960.8728230507954,95.33832124904171,953.8666399525468,139.32158181026915,939.4650413617026,200.0418353284239,954.6451047412411,259.20515926919006
labeled-data/06-Sep-20_00173_sap_unaffected/img929.png,954.0951015510528,103.97973724908164,949.4626878436818,140.4213917470665,940.5066880094314,201.26042510387177,948.8450326826991,254.3787689483921
labeled-data/06-Sep-20_00173_sap_unaffected/img954.png,958.1443021390396,106.26204616419827,953.411382414349,151.2247835487594,945.2978057434507,205.31529468808105,936.5080976833109,263.8006598574726
labeled-data/06-Sep-20_00173_sap_unaffected/img974.png,959.0211486133239,101.66162991797773,954.5257885659344,144.5173957030916,942.5381617728956,200.8592416303742,940.1406364142878,262.89521028435024
labeled-data/16-Aug-20_00096_WT/img025.png,466.8032137536548,349.91860121409854,434.59012151162904,314.8547928444599,397.2457402399001,274.0895522195955,354.1999267129454,227.33780772674393
labeled-data/16-Aug-20_00096_WT/img054.png,467.413397205941,350.2607419708761,432.4811603498845,313.256253775901,397.548923493828,275.95572967536606,353.1435376598578,225.9256616357597
labeled-data/16-Aug-20_00096_WT/img104.png,467.7003007692907,350.76442330821834,433.4441953024757,314.8454001002958,396.8600049981101,275.60054141015826,353.956727277536,228.3736775627046
labeled-data/16-Aug-20_00096_WT/img126.png,466.4450601040906,349.56034294690727,433.67278892934075,314.1018200365222,397.6770156718287,276.49429573762905,354.15973755453797,226.79863862837732
labeled-data/16-Aug-20_00096_WT/img174.png,466.7506395128404,350.89645166733374,432.37758158950794,313.7110526411832,393.0048061500545,271.52593609891153,353.0070660210858,227.15344314333697
labeled-data/16-Aug-20_00096_WT/img191.png,465.58740662435014,349.2455032791979,431.7004323484183,312.58090816097666,395.313599314426,272.58316803200796,353.92704876431264,227.58571038691824
labeled-data/16-Aug-20_00096_WT/img210.png,389.8019598812335,316.1984669269175,431.8500227635237,328.2738080623444,462.03837560209115,300.88865941592974,404.46487411710905,280.1880746123407
labeled-data/16-Aug-20_00096_WT/img230.png,305.3547634002367,411.1266378450378,344.6507887901006,388.67176619368695,381.1399552235457,354.63860134710836,370.26337676742264,296.74713537096954
labeled-data/16-Aug-20_00096_WT/img293.png,322.20716650316115,590.7611887910821,303.63365450248324,550.7999963047752,284.7787256533103,508.02463533351704,330.08683826102447,459.9023542408516
labeled-data/16-Aug-20_00096_WT/img318.png,333.86037094470703,631.612828043199,305.6766563061341,597.3274844622546,294.6356134580334,554.0349743473333,331.53594087142267,497.95809882934805
labeled-data/16-Aug-20_00096_WT/img370.png,337.5672946359476,754.3977949362832,321.9102845196736,710.8037667694028,303.7972728165332,666.5957382058059,341.2512970162473,616.2477056750427
labeled-data/16-Aug-20_00096_WT/img380.png,315.6644997966606,779.4968885342082,332.12921281575814,736.3158487294052,335.23576244200297,688.4749844852348,289.56948293620405,644.6726347551828
labeled-data/16-Aug-20_00110_WT_lower_mag/img003.png,285.3919880610755,330.1998690742671,281.5910332242583,316.54458688273866,276.24154123170075,299.93300648479686,271.17360144927784,281.77288893111466
labeled-data/16-Aug-20_00110_WT_lower_mag/img024.png,285.8343983583885,328.99544286396707,280.89748864298974,315.4452013046812,276.48578208880366,299.89918773278725,269.6581409930394,279.5213050777371
labeled-data/16-Aug-20_00110_WT_lower_mag/img025.png,285.1311036782277,329.20748416499197,281.59004318922706,316.69573710385635,276.75059385425953,301.587212350787,270.25864962442506,281.63923826275004
labeled-data/16-Aug-20_00110_WT_lower_mag/img037.png,283.0732621272791,329.72503127187514,282.94764652583444,315.40485270718267,275.4107104391542,297.5674373020394,269.2555459683653,280.23248430267483
labeled-data/16-Aug-20_00110_WT_lower_mag/img073.png,272.58181406638016,340.70611974261396,275.4698900064917,326.9533771706543,277.39527396656604,311.96288776721826,287.4347760440966,295.5971241065863
labeled-data/16-Aug-20_00110_WT_lower_mag/img082.png,266.42965408254133,343.10888630390264,273.5507592127151,332.13051589488475,282.4521406254323,317.88830563453723,277.25966813468057,298.75033559719526
labeled-data/16-Aug-20_00110_WT_lower_mag/img104.png,270.80810065756566,354.86283559146096,269.68730628260676,341.5378358002827,268.6910446159766,325.72218184252915,281.8915116988261,310.9027895514057
labeled-data/16-Aug-20_00110_WT_lower_mag/img110.png,267.36938358477914,358.4670287491187,271.14218320058285,344.9720147387438,270.70686016799016,329.15527788787426,272.88347533095384,308.84020303354646
labeled-data/16-Aug-20_00110_WT_lower_mag/img208.png,278.5144458969141,396.2254325458506,271.86764795150555,384.75434576909714,268.11542330490397,366.8508738838838,273.2613313916719,347.8753378139272
labeled-data/16-Aug-20_00110_WT_lower_mag/img241.png,277.48079436750135,408.3215327423093,275.21754775526546,393.3126341559029,275.81313896901173,377.3507896275025,261.2807133536024,363.7713099540872
labeled-data/16-Aug-20_00110_WT_lower_mag/img279.png,280.34437878473375,419.57845574753077,280.8695819459464,405.8181329237598,278.0334848753982,388.38138797150043,260.1765773941687,376.8269184248225
labeled-data/16-Aug-20_00110_WT_lower_mag/img288.png,281.3959676264416,421.42587140326015,279.5767071917257,407.3915766211659,279.1868656700008,383.6112437959506,267.23172567043906,377.37377944835316
labeled-data/16-Aug-20_00110_WT_lower_mag/img290.png,282.58826380950387,422.8250451115241,279.4305474835327,409.37551261201713,279.0796901139803,390.19530974315495,269.0217788534794,375.6932051349909
labeled-data/16-Aug-20_00110_WT_lower_mag/img294.png,284.1952089712366,423.5144690137633,278.0617023627658,410.1039206664288,278.0617023627658,392.8469359714092,273.17568862381444,372.3672613634642
labeled-data/16-Aug-20_00110_WT_lower_mag/img334.png,283.5658986316473,432.7230996902555,282.8122050229793,418.27730552411833,282.4353582186453,398.8068873001943,269.4969512698442,389.00887038751
labeled-data/16-Aug-20_00110_WT_lower_mag/img369.png,285.70489354631803,440.5139525547525,285.9193063832667,426.2554988976665,281.2022239703961,410.9249810558371,269.08789868279666,392.37827065977785
labeled-data/16-Aug-20_00110_WT_lower_mag/img405.png,290.4280964710797,445.9233718523441,286.0683687864569,434.2974313600166,278.2737041381919,419.10444094390687,286.8610465472974,401.0049654047152
labeled-data/16-Aug-20_00110_WT_lower_mag/img407.png,290.11832190055844,447.62200882287965,286.2144922177305,434.68360187407853,278.62990883395054,420.741353006836,286.32603020866844,400.55297664706876
labeled-data/16-Aug-20_00110_WT_lower_mag/img413.png,289.7647134410451,449.29369258376045,287.75486381793036,436.35528563495933,281.97654615147553,422.03510707026686,281.34846814425214,400.05237681744944
labeled-data/16-Aug-20_00110_WT_lower_mag/img430.png,287.9129377869079,452.7488255040142,286.9004327235392,438.9419382762594,286.6242949789841,419.0600206682925,272.90945366608105,407.7383731415336
labeled-data/201115_00214/img00.png,213.08711189472777,150.09396232906164,158.0514191106906,143.57121355465722,94.04694676184741,143.97888535305748,35.749879590608074,143.57121355465722
labeled-data/201115_00214/img06.png,209.82573750752553,132.1564031994495,161.3127934978928,151.31697772426244,100.56969553625183,146.01724434505888,41.04961296981165,137.0484647802528
labeled-data/201115_00214/img08.png,198.41092715231784,117.4802184570396,164.16649608669474,156.61671110346603,109.1308033026576,152.53999311946328,63.063890083426514,127.2643416186462
labeled-data/201115_00214/img10.png,179.2503526275049,106.88075169863245,171.0969166594994,157.83972649866683,117.69191106906337,166.40083426507263,77.33240302743613,119.92624924744126
labeled-data/201115_00214/img13.png,148.6749677474843,111.36514148103547,177.6196654339038,150.90930592586216,133.9987830050744,179.44633181388144,98.53133654425045,130.5257160058484
labeled-data/201115_00214/img16.png,124.62233164186804,131.74873140104924,176.8043218371033,143.57121355465722,155.60538832028897,185.1537369914853,109.53847510105786,143.16354175625696
labeled-data/201115_00214/img19.png,120.54561365786529,147.24025974025972,168.2432140706975,137.86380837705337,169.46622946589832,181.8923626042831,120.13794185946503,160.6934290874688
labeled-data/201115_00214/img24.png,109.53847510105786,156.20903930506574,159.68210630429172,138.67915197385392,186.18077320030957,177.81564462028035,131.55275221467272,180.66934720908228
labeled-data/201115_00214/img26.png,101.79271093145263,150.09396232906164,152.34401393308676,141.94052636105613,193.92653736991483,171.70056764427622,148.267295949084,198.19923454029413
labeled-data/201115_00214/img29.png,87.52419798744302,134.60243398985116,140.1138599810785,143.97888535305748,195.96489636191617,162.73178807947016,180.06569622430547,212.875419282704
labeled-data/201115_00214/img32.png,76.1093876322353,111.36514148103547,116.87656747226282,141.12518276425556,170.68924486109913,157.83972649866683,211.45642470112662,200.64526533069576
labeled-data/201115_00214/img34.png,74.07102864023392,95.46594134342473,104.2387417218543,138.67915197385392,160.49744990109227,163.5471316762707,215.9408144835297,186.78442418508638
labeled-data/201115_00214/img35.png,74.8863722370345,88.53552077062005,98.93900834265071,132.5640749978498,145.41359336028208,163.13945987787042,212.67944009632745,179.44633181388144
labeled-data/201115_00214/img37.png,80.59377741463834,79.15906940741371,93.23160316504686,128.48735701384703,142.55989077148016,170.0698804506751,199.63394254751867,169.66220865227484
labeled-data/201115_00214/img43.png,90.78557237464523,57.96013589059942,85.8935107938419,109.32678248903409,93.63927496344715,163.5471316762707,156.01306011868922,179.44633181388144
labeled-data/201115_00214/img46.png,83.03980820503998,48.99135632579336,90.78557237464523,98.31964393222665,87.11652618904273,158.6550700954674,133.9987830050744,194.53018835469163
labeled-data/201115_00214/img49.png,65.91759267222844,42.060935752988684,95.26996215704824,84.4588027866173,87.11652618904273,145.6095725466586,103.83106992345401,200.64526533069576
labeled-data/201115_00214/img51.png,54.50278231702072,42.87627934978923,96.90064935064933,75.08235142341098,94.04694676184741,135.01010578825145,87.52419798744302,193.71484475789106
labeled-data/201115_00214/img56.png,39.01125397781027,42.87627934978923,89.5625569794444,62.03685387460217,116.87656747226282,108.10376709383326,79.7784338178378,160.2857572890685
labeled-data/201115_00214/img58.png,37.78823858260945,35.130515180184005,83.44748000344026,60.406166681001054,120.54561365786529,98.31964393222665,92.00858776984603,152.53999311946328
labeled-data/v00165/img03.png,192.4561903328459,193.51702932828758,153.3781822482153,198.2697600412832,99.51390083426502,200.91016599294744,37.20032037498919,187.18005504429343
labeled-data/v00165/img04.png,188.759622000516,185.5958114732949,153.90626343854814,201.96632837361312,88.42419583727524,204.60673432527736,38.25648275565487,178.7307559989679
labeled-data/v00165/img05.png,185.06305366818606,176.6184312376365,157.07475058054524,202.49440956394596,94.76117012126939,207.2471402769416,53.042756084974556,182.95540552163067
labeled-data/v00165/img06.png,177.14183581319338,175.034187666638,161.8274812935408,200.91016599294744,109.01936226025624,214.1121957512686,65.71670465296286,188.76429861529198
labeled-data/v00165/img08.png,159.71515653220945,162.88832028898253,161.29940010320797,200.91016599294744,117.9967424959146,231.5388750322525,79.97489679194972,183.4834867119635
labeled-data/v00165/img11.png,134.36725939623284,166.0568074309796,156.0185881998795,193.51702932828758,139.11999010922847,236.81968693558093,95.28925131160223,199.3259224219489
labeled-data/v00165/img15.png,153.3781822482153,132.7876924400103,145.45696439322262,179.7869183796336,149.68161391588535,233.12311860325104,103.21046916659493,254.7744474068977
labeled-data/v00165/img16.png,163.4117248645394,127.50688053668185,146.5131267738883,164.47256385998105,147.04120796422114,208.30330265760728,115.88441773458324,265.8641524038875
labeled-data/v00165/img21.png,204.07397652016851,121.1699062526877,169.74869914853355,135.95617958200737,121.69331082824455,171.8657005246409,140.704233680227,238.93201169691235
labeled-data/v00165/img24.png,213.05135675582693,104.27130816203663,189.28770319084884,131.20344886901177,134.36725939623284,149.68629053066138,109.54744345058909,197.2135976606175
labeled-data/v00165/img27.png,209.88286961382983,81.56381697772423,206.71438247183278,124.86647458501761,158.13091296121092,158.66367076631974,108.4912810699234,167.11296981164529
labeled-data/v00165/img28.png,207.77054485249846,73.11451793239871,209.35478842349698,115.88909434935923,169.22061795820065,160.2479143373183,116.94058011524892,158.66367076631974
labeled-data/v00165/img32.png,219.38833103982103,55.68783865141478,208.2986260428313,95.82200911671109,204.60205771050136,153.3828588629913,153.90626343854814,172.9218629053066
labeled-data/v00165/img35.png,247.90471531779474,50.93510793841915,218.33216865915534,67.3056248387374,200.90548937817147,122.75414982368622,192.98427152317873,184.5396490926292
labeled-data/v00165/img37.png,260.57866388578304,57.2720822224133,217.27600627848966,63.609056506407455,194.56851509417731,110.08020125569792,203.54589532983567,177.14651242796936
labeled-data/v00165/img43.png,286.4546422120925,52.51935150941773,252.12936484045753,62.02481293540893,203.54589532983567,64.13713769674035,179.7822417648576,122.22606863335338
labeled-data/v00165/img46.png,297.5443472090823,36.67691579943232,266.38755697944435,60.44056936441041,210.41095080416267,65.72138126773888,164.46788724520508,94.7658467360454
labeled-data/v00165/img47.png,300.1847531607465,29.81186032510533,269.5560441214414,57.2720822224133,216.21984389782398,71.53027436140019,162.35556248387365,90.0131160230498
labeled-data/v00165/img55.png,329.22921862905304,21.890642470112653,286.98272340242534,38.2611593704309,252.65744603079037,73.11451793239871,194.04043390384447,81.03573578739139
labeled-data/v00165/img56.png,335.0381117227143,24.53104842177686,290.1512105444224,33.508428657435275,255.82593317278742,71.53027436140019,197.73700223617436,86.8446288810527
